league,game,half,timestamp,type,anonymized,predicted_res_0
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,2,1303,,The foul by [PLAYER] ([TEAM]) was seen by [REFEREE] who didn't hesitate to blow the whistle. [TEAM] have a free kick.,"[PLAYER] ([TEAM]) looks to break free, but an opposing player clears the ball away. The linesman signals a throw-in for [TEAM]."
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,2,1146,substitution,Here's the change. [PLAYER] leaves the pitch and [PLAYER] ([TEAM]) comes on as a substitute.,The referee stops play so that a substitution can be made and [PLAYER] trots off the pitch and is replaced by [PLAYER] ([TEAM]).
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,2,1114,,[PLAYER] ([TEAM]) climbs high to connect with a cross heading towards the edge of the box and produces a poor header which goes well wide of the right post.,[PLAYER] ([TEAM]) is unable to find any of his teammates inside the box and the ball goes out of play. [TEAM] will have a chance to score from a corner kick.
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,2,1027,,[PLAYER] ([TEAM]) breaks into the penalty area but his shot is blocked.,"[PLAYER] ([TEAM]) sends a cross into the box, but one of the defending players averts the threat. The referee and one of his assistants both point at the corner flag. [TEAM] are awarded a corner kick."
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,2,1020,,[PLAYER] ([TEAM]) is having a lively performance. He is causing problems and wanting the ball at every opportunity.,"[PLAYER] ([TEAM]) receives a precise low pass inside the box, but his effort is blocked by one of the defending players. The ball goes out of play and [TEAM] will have a goal kick."
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,2,945,corner,[PLAYER] ([TEAM]) puts a cross into the box from the corner but there is no panic from the opposition and they easily clear.,"[PLAYER] ([TEAM]) steps up to take the corner. He launches the ball into the penalty area, but it only finds the head of an opposing player who clears the danger."
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,2,930,,"[PLAYER] ([TEAM]) dinks a cross into the box in an attempt to find one of his teammates, but the defence manages to clear. [TEAM] force a corner. They send men into the box.",[PLAYER] ([TEAM]) tries to send a pass but it's blocked. The ball goes out of play. [TEAM] are awarded a corner kick.
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,2,916,corner,[PLAYER] ([TEAM]) works the corner short.,"[PLAYER] ([TEAM]) swings in the corner, but fails to find any of his teammates. One of the defenders reacts superbly to get it clear."
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,2,902,,[PLAYER] ([TEAM]) passes the ball into the box but an opposing player clears. The ball is out of play. [TEAM] win a corner kick.,"[PLAYER] ([TEAM]) swings in a cross, but the ball is cleared to safety by one of the defending players. The ball goes behind for a corner kick. [TEAM] will have an opportunity to threaten the opposition's goal."
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,2,845,,"A long cross from the side is directed to the well-positioned [PLAYER] ([TEAM]), but the defence gets it clear.","[PLAYER] ([TEAM]) sends a cross into the box, but it's too body to body."
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,2,788,,[PLAYER] ([TEAM]) carelessly slides into the feet of his opponent and he'll be lucky to avoid punishment. [REFEREE] blows for the foul but keeps his cards in his pocket on this occasion.,[PLAYER] ([TEAM]) is clearly asking for some medical attention with his painful gestures. The extent of his injury is yet to be discovered.
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,2,721,,A pass from [PLAYER] ([TEAM]) is intercepted by [PLAYER] and the move breaks down.,[PLAYER] ([TEAM]) commits a foul and [REFEREE] immediately blows for a foul.
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,2,684,,[PLAYER] ([TEAM]) is adjudged offside.,[PLAYER] ([TEAM]) is clearly asking for some medical attention with his painful gestures. The extent of his injury is yet to be discovered.
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,2,600,substitution,Substitution. [PLAYER] ([TEAM]) on for [PLAYER].,The referee signals that it is time for a substitution and [PLAYER] ([TEAM]) comes onto the pitch so that [PLAYER] can be given a rest.
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,2,573,,"[PLAYER] plays a pass to [PLAYER] ([TEAM]), but he fails to get a decent shot away from inside the box and the ball flies well wide of the left post.",[PLAYER] ([TEAM]) is adjudged to have been offside when making his run.
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,2,484,,"It's unbelievable, [PLAYER] ([TEAM]) blows a huge opportunity! He is totally unmarked and fires a first-time shot towards goal from a few yards out, but [PLAYER] reacts superbly to keep the ball out.","The ball is cleared because there are too many players on the field, [PLAYER] ([TEAM]) is brought on by [PLAYER]."
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,2,363,corner,A dangerous looking corner kick from [PLAYER] ([TEAM]) is cleared to safety by the defence.,[PLAYER] ([TEAM]) tries to slide the ball through to a teammate but it's well blocked by a defender. [TEAM] have been awarded a corner kick. The referee and one of his assistants both point at the corner flag.
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,2,345,,"[PLAYER] ([TEAM]) sends the ball into the box from the side of the pitch, but his cross is blocked. The referee and one of his assistants signal for a corner kick to [TEAM].",[PLAYER] ([TEAM]) tries to slide the ball through to a teammate but it's well blocked by a defender. The ball is out of play. [TEAM] will take a throw-in.
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,2,283,,"[PLAYER] ([TEAM]) unleashed a monstrous piledriver. He controlled a pass, glanced up at goal and shot from the edge of the box. It could have been a difficult one for the keeper, but the ball fortunately hit one of the defenders and ball bounced away.","[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,2,221,,[PLAYER] ([TEAM]) pulls the jersey of one of the opposition players and [REFEREE] blows his whistle for a foul. [TEAM] win a free kick and will be able to apply some pressure on the opposition goal.,[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear view and blows his whistle. [TEAM] have a free kick from a dangerous position.
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,2,185,,The linesman raises his flag. [PLAYER] ([TEAM]) is adjudged offside.,The linesman raises his flag for offside before [PLAYER] ([TEAM]) heads on.
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,2,164,,[TEAM] hold the ball and display nice passing from player to player.,[PLAYER] ([TEAM]) is caught offside as the linesman raises his flag.
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,2,87,,[PLAYER] ([TEAM]) fails to beat a perfect example of the offside trap.,[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear view and didn't hesitate to blow the whistle.
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,2,1,substitution,Here is a change after the half-time break. [PLAYER] is replaced by [PLAYER] ([TEAM]).,[PLAYER] ([TEAM]) is clearly offside and the linesman raises his flag.
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,2,1,whistle,Referee [REFEREE] blows his whistle to start the second half.,The linesman signals that [PLAYER] ([TEAM]) is offside and the referee confirms the decision with the help of the offside trap.
italy_serie-a_2016-2017,2016-09-11 - 16-00 AC Milan 0 - 1 Udinese,2,1572,,"[PLAYER] doesn't have to worry about this one. [PLAYER] plays a pass into the feet of [PLAYER] ([TEAM]), who is unable to find the target as his effort from inside the box goes well wide of the right post.",[PLAYER] ([TEAM]) is going to take the penalty!
europe_uefa-champions-league_2014-2015,2015-03-10 - 22-45 Real Madrid 3 - 4 Schalke,1,2346,,It should have been a goal! [PLAYER] ([TEAM]) fires a rocket of a shot but it only hits the crossbar!,"[PLAYER] ([TEAM]) attempts to find the head of one of his teammates with a cross into the box, but a defender steps in and intercepts the ball."
england_epl_2015-2016,2015-11-08 - 19-00 Arsenal 1 - 1 Tottenham,2,720,,[PLAYER] ([TEAM]) clearly holds his opponent to prevent him from getting the ball and the referee blows his whistle for a foul. [TEAM] earn a free kick.,[REFEREE] interrupts the game for a tactical foul by [PLAYER] ([TEAM]).
england_epl_2015-2016,2015-11-08 - 19-00 Arsenal 1 - 1 Tottenham,2,164,,"[PLAYER] hears the fans clapping his superb goalkeeping. [PLAYER] ([TEAM]) shoots from the edge of the box towards the bottom left corner, but the goalkeeper makes a magnificent save.","[PLAYER] ([TEAM]) receives a precise pass inside the box, but his shot is blocked by one of the defending players. The referee and one of his assistants both point at the corner flag. [TEAM] are awarded a corner kick."
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,2,0,time,Fourth official shows 2 min. of added time.,[PLAYER] ([TEAM]) is clearly offside and the linesman raises his flag.
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,2651,,"Flag up against [PLAYER] ([TEAM]). He had space to move into behind the defence, but he went too soon.",[PLAYER] ([TEAM]) is forced to stop his attacking move after the linesman signals for offside.
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,2628,,The defence is alert as they clear a dangerous cross from [PLAYER] ([TEAM]).,The linesman raises his flag for offside before [PLAYER] ([TEAM]) heads on.
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,2572,y-card,A yellow card for a tackle by [PLAYER] ([TEAM]). [REFEREE] doesn't hesitate at all to make this decision.,[PLAYER] ([TEAM]) has tested the patience of referee [REFEREE] and goes into the book for a previous late challenge.
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,2520,funfact,The current number of shots on goal is 2:11.,The [TEAM] players keep the ball and are exchanging a combination of passes. They are waiting for gaps in the defence to open up.
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,2410,,"[PLAYER] ([TEAM]) didn't manage to convert the resulting corner kick into a goal. He produced a header from a dangerous position inside the box, but it goes well wide of the left post.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball to safety. The ball goes out of play and [TEAM] will have a goal kick."
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,2397,corner,[PLAYER] ([TEAM]) looks like he will be the one to try and deliver a quality ball into the penalty box from the corner kick.,[PLAYER] ([TEAM]) looks like he will be the one to try and deliver a quality ball into the penalty box from the corner kick.
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,2377,,"[PLAYER] ([TEAM]) sends a pass into the box, but the opposition's defence is alert to the danger and makes a clearance. The ball goes out of play and [TEAM] have been awarded a corner kick.",[PLAYER] ([TEAM]) decides to take a short corner instead of crossing into the box.
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,2226,,"[PLAYER] ([TEAM]) makes a slide tackle, but referee [REFEREE] blows for a foul. A free kick to [TEAM].",[PLAYER] ([TEAM]) is penalised after he badly fouls his opponent. [REFEREE] signals a set piece.
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,2205,,Decent spell from [TEAM] here and they keep the pressure on until one of the defending players steps in. The referee and the linesman both signal a throw-in for [TEAM].,[PLAYER] ([TEAM]) is forced to stop his attacking move after the linesman signals for offside.
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,2131,soccer-ball,Goal [PLAYER] ([TEAM])! [PLAYER] ([TEAM]) was put through by [PLAYER] and he showed brilliant composure inside the box to fire into the bottom right corner. 1:3.,"[PLAYER] ([TEAM]) requires medical treatment, so the referee signals for the physio to come onto the pitch."
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,2063,corner,"[PLAYER] ([TEAM]) attempts to find a teammate with the corner, but the effort is snuffed out by the goalkeeper.",[PLAYER] ([TEAM]) decides to take a short corner instead of crossing into the box.
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,2053,,"[PLAYER] ([TEAM]) creates himself some space and attempts to put the ball into the box. However, the defender gets an important foot in to clear. Good work from [TEAM] as they win a corner.",The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. The ball goes out of play. [TEAM] are awarded a corner kick.
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,2011,,[PLAYER] ([TEAM]) unleashes a shot from 22 metres out but is unable to find the target and it goes well wide of the left post.,[PLAYER] ([TEAM]) receives a precise pass and is allowed time and space to shoot from the edge of the box. His poor effort flies well wide of the left post.
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,1954,,"[PLAYER] ([TEAM]) outjumps the defence to meet the resulting corner and heads the ball towards the middle of the goal. The long-range header is not powerful enough, and the keeper comfortably makes a save.","The resulting corner, taken by [PLAYER] ([TEAM]), is cleared by one of the defenders."
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,1944,corner,[PLAYER] ([TEAM]) takes the corner.,"[PLAYER] ([TEAM]) swings in the corner, but fails to find any of his teammates. One of the defenders reacts superbly to get it clear."
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,1920,,[PLAYER] ([TEAM]) collects a pass on the edge of the box and unleashes a shot which is brilliantly blocked by a defender. Now [TEAM] have a corner.,The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. The ball goes out of play. [TEAM] are awarded a corner kick.
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,1873,,[REFEREE] blows his whistle for a foul after [PLAYER] ([TEAM]) hacks down one of his opponents. There is a free kick near the sideline to [TEAM].,[PLAYER] ([TEAM]) sees a yellow card from [REFEREE] after he brought one of the opposition players to the ground.
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,1749,,[PLAYER] ([TEAM]) is furious with himself as he misses a clear opportunity. He sends a rebound a few inches wide of the right post.,[PLAYER] ([TEAM]) was too fierce in his attempt to get the ball from his opponent and [REFEREE] blows for a foul.
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,1728,,"[PLAYER] ([TEAM]) rises highest from the corner and heads at goal, but his effort towards the bottom right corner is saved by [PLAYER].",[PLAYER] ([TEAM]) makes a rough challenge and [REFEREE] blows his whistle for an infringement.
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,1666,corner,[PLAYER] ([TEAM]) goes over to take the corner kick and it looks like he will swing the ball into the penalty box.,[PLAYER] ([TEAM]) looks like he will be the one to try and deliver a quality ball into the penalty box from the corner kick.
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,1643,,"[PLAYER] ([TEAM]) attempts a long crossfield pass, but the defence does well to intercept the ball. The ball goes out for a corner. [TEAM] can continue in their attacking effort.",The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. The ball goes out of play and [TEAM] have been awarded a corner kick.
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,1585,,[PLAYER] ([TEAM]) hasn't suffered any serious injury which would see him leave the pitch. He's back in the game now.,[PLAYER] ([TEAM]) is offside and the linesman raises his flag.
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,1535,injury,"The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on.","The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on."
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,1486,soccer-ball,"Goal! A great cross from [PLAYER] finds [PLAYER] ([TEAM]), who scores with a simple header into an empty net. 1:2.",[PLAYER] ([TEAM]) is penalised for a foul. The referee points to the spot and [PLAYER] steps up to convert the penalty. He sends the ball into the back of the net. 1:1.
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,1420,,The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player.,[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear view of the game and blows his whistle.
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,1387,,[PLAYER] ([TEAM]) brings down his opponent with a very late tackle. That's a free kick to [TEAM].,[PLAYER] ([TEAM]) was too fierce in his attempt to get the ball from his opponent and [REFEREE] blows for a foul.
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,1344,,"[PLAYER] ([TEAM]) sends a beautiful cross into the penalty area, but the opposition's defence manages to clear the ball to safety.",[PLAYER] ([TEAM]) is caught by the linesman for offside.
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,1216,,A great solo effort from [PLAYER] ([TEAM]) and he attempts to surprise the goalkeeper with a long-range shot low towards the middle of the goal. [PLAYER] has a clear view of it and makes a comfortable save.,"[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes out of his goal to gather the ball."
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,1189,,"[PLAYER] ([TEAM]) delivers a fine lofted cross into the penalty area, but it's cleared by an opposing player.","[PLAYER] ([TEAM]) tries to pick out the head of a team-mate with a cross into the box, but a defender steps in and averts the threat."
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,1146,corner,[PLAYER] ([TEAM]) quickly takes the corner kick with a short pass.,"[PLAYER] ([TEAM]) swings in the corner, but fails to find any of his teammates. One of the defenders reacts superbly to get it clear."
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,1126,,"[PLAYER] ([TEAM]) attempts to find the head of one of his teammates with a promising cross into the box, but a defender outjumps the attackers and averts the threat. [TEAM] have been awarded a corner kick.","[PLAYER] ([TEAM]) sends a lofted cross into the penalty area. Unfortunately for him, the opponent's defence deals with his cross comfortably and intercepts it. [TEAM] have been awarded a corner kick."
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,1108,,[PLAYER] ([TEAM]) produces a dangerous lofted cross into the box which is intercepted.,"[PLAYER] ([TEAM]) sends a cross into the box, but it's too short and goes out of play on the second touch."
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,1002,,The defence had a hard time blocking out the strike from [PLAYER] ([TEAM]). He didn't hesitate and finished from outside the box right after he had received a pass from his teammate.,"[PLAYER] ([TEAM]) sends a cross into the box, but it's too safety. The ball is out of play and [TEAM] will have a goal kick."
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,979,,"What a goal-scoring opportunity! [PLAYER] ([TEAM]) finds some space inside the box and fires a volley at goal, but the shot is amazingly blocked by a defender.","[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,894,,"[PLAYER] ([TEAM]) does well to meet a cross from [PLAYER], but he directs his shot just over the crossbar.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence quickly deals with the threat. The ball goes out of play and [TEAM] will have a goal kick."
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,828,,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger.","[PLAYER] ([TEAM]) delivers a lovely cross into the box, but one of the defenders is alert and averts the threat."
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,734,,"[PLAYER] ([TEAM]) shows off his amazing technique to get in front of goal by himself. He pulls the trigger but sends the ball onto the left post. Nice run, but unlucky finish!","[PLAYER] ([TEAM]) sends a cross into the box, but it's cleared. [TEAM] have been awarded a corner kick. The referee and one of his assistants both point at the corner flag."
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,655,soccer-ball,[PLAYER] ([TEAM]) glances a header goalwards from a rebound inside the penalty area. His effort ends in the back of the net and the assistance goes to [PLAYER]. The score has changed to 0:2.,"[PLAYER] ([TEAM]) requires medical treatment, so the referee stops play and signals for the physio to come onto the pitch."
europe_uefa-champions-league_2015-2016,2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,1,640,,"[PLAYER] gets a well deserved ovation! [PLAYER] ([TEAM]) produces a decent first-time strike towards the left post, but the goalkeeper is positioned well to block it. Nice goalkeeping skills.",2 min. of stoppage-time to be played.
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,0,time,Fourth official shows 1 min. of added time.,The players are back out on the pitch following the half-time break and the second half is about to start.
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,2,120,,Referee [REFEREE] sees the trip by [PLAYER] ([TEAM]) and doesn't hesitate to blow his whistle.,[PLAYER] ([TEAM]) decides to take a short corner instead of crossing the ball into the box.
europe_uefa-champions-league_2015-2016,2015-11-25 - 22-45 Shakhtar Donetsk 3 - 4 Real Madrid,2,2579,soccer-ball,Fantastic team goal! [PLAYER] ([TEAM]) was set free in the area by [PLAYER] and made no mistake with a lovely finish into the right side of the net. 3:4.,"[PLAYER] ([TEAM]) receives an excellent pass inside the box, but his effort goes just wide of the left post."
europe_uefa-champions-league_2015-2016,2015-11-25 - 22-45 Shakhtar Donetsk 3 - 4 Real Madrid,2,2548,,[PLAYER] ([TEAM]) whips in the resulting set piece but it's cleared.,"[PLAYER] ([TEAM]) sends a lovely cross into the penalty area, but the opposition's defence is alert and clears the danger."
europe_uefa-champions-league_2015-2016,2015-11-25 - 22-45 Shakhtar Donetsk 3 - 4 Real Madrid,2,2494,y-card,[PLAYER] ([TEAM]) is booked by the referee. [TEAM] are awarded the free kick.,[PLAYER] ([TEAM]) is going to take the penalty!
europe_uefa-champions-league_2015-2016,2015-11-25 - 22-45 Shakhtar Donetsk 3 - 4 Real Madrid,2,2277,soccer-ball,"GOAL - 2:4! The corner comes over and [PLAYER] flicks on with his head to [PLAYER] ([TEAM]), who makes no mistake and fires the ball into the back of the net.",[PLAYER] ([TEAM]) is offside and the linesman raises his flag.
europe_uefa-champions-league_2015-2016,2015-11-25 - 22-45 Shakhtar Donetsk 3 - 4 Real Madrid,2,2276,attendance,The attendance for today's match is 33990.,It's in the back of the net! [PLAYER] puts the ball on the edge of the box and [PLAYER] ([TEAM]) gets on the end of it and heads it into the net. 1:1.
europe_uefa-champions-league_2015-2016,2015-11-25 - 22-45 Shakhtar Donetsk 3 - 4 Real Madrid,2,2275,corner,[PLAYER] ([TEAM]) will take the corner.,[PLAYER] ([TEAM]) is awarded a direct free kick. [PLAYER] ([TEAM]) is going to take the kick.
europe_uefa-champions-league_2015-2016,2015-11-25 - 22-45 Shakhtar Donetsk 3 - 4 Real Madrid,2,2241,,"[PLAYER] ([TEAM]) produces an inaccurate low pass into the box that is blocked by the one of the defenders. If this pass had slipped through, the ball would have probably ended up in the back of the net. The ball is out of play and [TEAM] manage to earn a corner.",[PLAYER] ([TEAM]) goes over to take the corner kick and it looks like he will swing the ball into the penalty box.
europe_uefa-champions-league_2015-2016,2015-11-25 - 22-45 Shakhtar Donetsk 3 - 4 Real Madrid,2,2051,funfact,The total number of attempts is 10:20.,The linesman signals that [PLAYER] ([TEAM]) is offside and the referee confirms the decision.
europe_uefa-champions-league_2015-2016,2015-11-25 - 22-45 Shakhtar Donetsk 3 - 4 Real Madrid,2,1919,soccer-ball,[PLAYER] ([TEAM]) takes the penalty and perfectly sends the ball inside the left post.,The referee stops play so that a substitution can be made and [PLAYER] walks off the pitch and [PLAYER] ([TEAM]) comes on.
europe_uefa-champions-league_2015-2016,2015-11-25 - 22-45 Shakhtar Donetsk 3 - 4 Real Madrid,2,1913,,[PLAYER] ([TEAM]) is heading towards the penalty spot to take it.,The referee signals that it is time for a substitution. [PLAYER] ([TEAM]) is coming on for [PLAYER].
europe_uefa-champions-league_2015-2016,2015-11-25 - 22-45 Shakhtar Donetsk 3 - 4 Real Madrid,2,1870,penalty,[PLAYER] ([TEAM]) commits a minor foul to interrupt the attacking move of his opponent and is warned by the referee that he will get a yellow card if he does it again. [TEAM] are awarded a penalty kick!,[PLAYER] ([TEAM]) takes the corner but the opposition's defence is ready and clears the ball to safety.
europe_uefa-champions-league_2015-2016,2015-11-25 - 22-45 Shakhtar Donetsk 3 - 4 Real Madrid,2,1827,,[REFEREE] couldn't ignore the rough tackle by [PLAYER] ([TEAM]) and blew his whistle.,[PLAYER] ([TEAM]) commits a foul after unfairly battling his opponent for the ball. [REFEREE] blows for a foul and [TEAM] have a free kick.
europe_uefa-champions-league_2015-2016,2015-11-25 - 22-45 Shakhtar Donetsk 3 - 4 Real Madrid,2,1742,,"[PLAYER] ([TEAM]) attempts to send a low pass into the box from the edge of the penalty area, but the opposition's defence knocks the ball to safety.",[REFEREE] blows for a foul after [PLAYER] ([TEAM]) was too aggressive in the battle for the ball.
europe_uefa-champions-league_2015-2016,2015-11-25 - 22-45 Shakhtar Donetsk 3 - 4 Real Madrid,2,1703,substitution,[PLAYER] just cannot continue due to injury and has to be substituted. [PLAYER] ([TEAM]) replaces him.,[PLAYER] ([TEAM]) comes off the pitch and [PLAYER] ([TEAM]) is brought on as a substitute.
europe_uefa-champions-league_2015-2016,2015-11-25 - 22-45 Shakhtar Donetsk 3 - 4 Real Madrid,2,1675,injury,Looks like [PLAYER] ([TEAM]) is struggling after picking up a knock. Hopefully he can run it off.,The referee stops play so that a substitution can be made and [PLAYER] leaves the pitch and [PLAYER] ([TEAM]) comes on.
europe_uefa-champions-league_2015-2016,2015-11-25 - 22-45 Shakhtar Donetsk 3 - 4 Real Madrid,2,1555,substitution,That will be all from [PLAYER] who is being replaced by the fresh legs of [PLAYER] ([TEAM]).,[PLAYER] ([TEAM]) is forced off the pitch and is replaced by [PLAYER] ([TEAM]).
europe_uefa-champions-league_2015-2016,2015-11-25 - 22-45 Shakhtar Donetsk 3 - 4 Real Madrid,2,1499,soccer-ball,Goal 0:4! [PLAYER] ([TEAM]) taps home from close range after the rebound fell kindly into his path.,The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch so that [PLAYER] can be given a rest.
europe_uefa-champions-league_2015-2016,2015-11-25 - 22-45 Shakhtar Donetsk 3 - 4 Real Madrid,2,1498,,"[PLAYER] ([TEAM]) receives a sweet pass inside the box, but his effort on goal is blocked by the defender.",The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch for [PLAYER].
