game,timestamp,type,anonymized,predicted_res_0
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,2,2749,y-card,[PLAYER] ([TEAM]) gets a yellow card. The referee [REFEREE] made the right call.,"The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,1826,,"[PLAYER] ([TEAM]) attempts to score from 22 metres out, but his decent effort flies towards the middle of the target and is stopped by [PLAYER]. It didn't really trouble him.",[PLAYER] ([TEAM]) fails to find any of his teammates inside the box as his pass is blocked. The ball goes out of play and [TEAM] will have a goal kick.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,1734,,The game is interrupted as [PLAYER] ([TEAM]) is flagged offside.,"The ball is whipped in from the corner by [PLAYER] ([TEAM]), but one of the defenders gets it clear."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,1688,,[REFEREE] blows his whistle after [PLAYER] ([TEAM]) kicks an opponent's legs instead of the ball. There is a free kick near the sideline to [TEAM].,The foul by [PLAYER] ([TEAM]) is worthy of a card and a yellow is duly shown by [REFEREE].
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,1625,,"[PLAYER] ([TEAM]) collects a pass and has an effort from 24 metres out, but it flies just over the crossbar.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes behind for a corner. [TEAM] will have an opportunity to threaten the opposition's goal."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,1612,corner,[PLAYER] ([TEAM]) takes the corner but fails to find any of his teammates. The ball is easily cleared out of danger.,"The ball is whipped in from the corner by [PLAYER] ([TEAM]), but one of the defenders gets it clear."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,1580,,"[PLAYER] ([TEAM]) looks to break free, but an opposing player clears the ball away. The referee points to the corner flag and [TEAM] will take a corner.",[PLAYER] ([TEAM]) is booked after bringing down an opponent. [REFEREE] had an easy-decision to make.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,1559,,"The resulting free kick from 25 metres out taken by [PLAYER] ([TEAM]) was blocked by the defensive wall, which was perfectly positioned by the goalkeeper.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the effort."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,1488,,"[PLAYER] ([TEAM]) commits an ugly tackle on his opponent, but there is no caution from the referee. [TEAM] have a free kick.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,1368,y-card,[PLAYER] ([TEAM]) sees a yellow card from [REFEREE] after he sent one of the opposing players to the ground.,[PLAYER] ([TEAM]) can't expect anything else than a yellow card for his hard tackle. And a yellow it is. [REFEREE] didn't think twice about pulling it out of his pocket.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,1284,,[PLAYER] ([TEAM]) brings his opponent down. [REFEREE] has a clear sight of it and blows his whistle for a foul.,"[PLAYER] ([TEAM]) is awarded a yellow card for his tackle. He doesn't seem to agree with the decision, but [REFEREE] ignores the protests."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,1007,,[PLAYER] ([TEAM]) gets a shot away from around 24 metres out after his fine solo run. The ball went just wide of the right post!,[PLAYER] ([TEAM]) fails to beat the offside trap and the linesman puts his flag up.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,984,,"[PLAYER] ([TEAM]) finds himself beyond the last defender, but the game is stopped by the referee after the linesman signals for offside.",[PLAYER] ([TEAM]) is penalised for holding. [REFEREE] signals a set piece. [TEAM] will take a free kick near the side line.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,968,,"The free kick is taken by [PLAYER] ([TEAM]), but ball is cleared.","The ball is whipped in from the corner by [PLAYER] ([TEAM]), but one of the defenders gets it clear."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,930,,[PLAYER] ([TEAM]) commits a foul after bringing down his opponent with a slide tackle. [TEAM] earn a free kick.,The foul by [PLAYER] ([TEAM]) is worthy of a card and a yellow is duly shown by [REFEREE].
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,863,,Close! [PLAYER] ([TEAM]) takes the resultant free kick from 25 metres out and his shot goes just over the crossbar.,[PLAYER] ([TEAM]) is penalised after fouling his opponent. [TEAM] are awarded a free kick from a dangerous position.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,785,y-card,[REFEREE] shows a yellow card to [PLAYER] ([TEAM]) for a tough tackle. A free kick to [TEAM].,[PLAYER] ([TEAM]) can't expect anything else than a yellow card for his hard tackle. And a yellow it is. [REFEREE] didn't think twice about pulling it out of his pocket.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,740,,[REFEREE] blows his whistle as [PLAYER] ([TEAM]) used excessive force in the tackle during an attack.,"[REFEREE] shows a yellow card to [PLAYER] ([TEAM]), who isn't surprised as the tackle was really hard and late."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,703,corner,The resulting corner from [PLAYER] ([TEAM]) is cleared by the opposition's defence.,"The ball is whipped in from the corner by [PLAYER] ([TEAM]), but one of the defenders gets it clear."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,674,,[PLAYER] ([TEAM]) races towards goal but the defender gets back well to make a challenge. Good work from [TEAM] as they win a corner.,"The ball is whipped in from the corner by [PLAYER] ([TEAM]), but one of the defenders gets it clear. [TEAM] have been awarded a corner kick. The referee and one of his assistants both point at the corner flag."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,668,corner,"[PLAYER] ([TEAM]) takes the corner kick and sends a lovely ball into the penalty area, but the opposition's defence is ready and knocks the ball to safety.","[PLAYER] ([TEAM]) swings in the corner kick, but one of the defenders leaps highest to head the ball away."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,608,,"[PLAYER] ([TEAM]) attempts to send a low pass into the box from the edge of the penalty area, but the opposition's defence knocks the ball to safety. The ball goes out of play. [TEAM] are awarded a corner kick.","[PLAYER] ([TEAM]) sends a pass into the box, but his effort is a bit too accurate for one of the defenders, who steps in and averts the danger. The ball is out of play. [TEAM] will have a chance to score from a corner."
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,2,2573,,Close! [PLAYER] ([TEAM]) picks up the ball in space and from inside the penalty area sends a shot inches wide of the right post.,"[PLAYER] ([TEAM]) attempts to find the head of one of his teammates with a promising cross into the box, but a defender outjumps the attackers and averts the threat. The ball goes out of play and [TEAM] will have a goal kick."
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,2,2406,soccer-ball,"Goal - 3:0! [PLAYER] laid the ball off to [PLAYER] ([TEAM]), who shot from close range low into the back of the net, leaving the goalkeeper helpless.",Goal! [PLAYER] ([TEAM]) was in the right place at the right time to get to the rebound inside the box and send the ball into the back of the net. 2:0.
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,2,2238,y-card,[PLAYER] ([TEAM]) is cautioned by the referee for a foul that he committed a little earlier.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes behind for a corner. [TEAM] will have an opportunity to threaten the opposition's goal."
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,2,2100,,"[PLAYER] ([TEAM]) takes a first-time shot from inside the box, but his poor effort flies way wide of the right post.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes out of play and [TEAM] have been awarded a corner kick."
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,2,1919,substitution,Today's match ends for [PLAYER] who will be replaced by [PLAYER] ([TEAM]).,The referee stops play so that a substitution can be made and [PLAYER] departs the field of play to be replaced by [PLAYER] ([TEAM]).
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,2,1662,soccer-ball,Goal! That was a fantastic finish by [PLAYER] ([TEAM]) from just outside the box. He wasted little time in getting away a bullet of a shot that flew past the goalkeeper into the left side of the net.,Goal! [PLAYER] ([TEAM]) was in the right place at the right time to pounce on the rebound and send the ball into the back of the net. 1:0.
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,2,1566,,[PLAYER] ([TEAM]) shows too much aggression while trying to break free from his opponent and the referee blows his whistle for a foul.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes behind for a corner. [TEAM] will have an opportunity to threaten the opposition's goal."
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,2,1418,,[PLAYER] ([TEAM]) makes a reckless foul in order to win the ball from his opponent. [REFEREE] has a clear sight of it and blows his whistle.,[PLAYER] ([TEAM]) makes a reckless foul in order to win the ball from his opponent. [REFEREE] has a clear sight of it and plays the whistle to signal a free kick to [TEAM].
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,2,1335,substitution,[COACH] decides to make a substitution. [PLAYER] will be replaced by [PLAYER] ([TEAM]).,"[COACH] has decided to introduce fresh legs, with [PLAYER] ([TEAM]) replacing [PLAYER]."
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,2,1325,substitution,[PLAYER] will be replaced by [PLAYER] ([TEAM]).,"[COACH] is forced to make a change. [PLAYER] is unable to continue due to injury, [PLAYER] ([TEAM]) comes on."
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,2,1038,,[PLAYER] ([TEAM]) commits an ugly challenge. The referee sees it and immediately blows his whistle.,"[REFEREE] shows a yellow card to [PLAYER] ([TEAM]), who isn't surprised as the tackle was really hard and late."
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,2,865,,[PLAYER] ([TEAM]) unleashes a shot from 25 metres out but is unable to find the target and it goes well wide of the left post.,The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. The ball is out of play and the linesman points at the corner flag. Corner to be taken by [TEAM].
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,2,734,substitution,[COACH] has decided to make a change. [PLAYER] ([TEAM]) replaces [PLAYER].,"[COACH] has decided to introduce fresh legs, with [PLAYER] ([TEAM]) replacing [PLAYER]."
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,2,713,substitution,It's time for a substitution. That's the last involvement from [PLAYER] as he is replaced by [PLAYER] ([TEAM]).,The referee stops play so that a substitution can be made and [PLAYER] departs the field of play to be replaced by [PLAYER] ([TEAM]).
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,2,689,,[PLAYER] ([TEAM]) gets the ball and drives a shot high over the bar from the edge of the area.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes out of play and [TEAM] will have a goal kick."
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,2,440,y-card,[REFEREE] shows a yellow card to [PLAYER] ([TEAM]) for a tough tackle.,[PLAYER] ([TEAM]) can't expect anything else than a yellow card for his hard tackle. And a yellow it is. [REFEREE] didn't think twice about pulling it out of his pocket.
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,2,369,corner,[PLAYER] ([TEAM]) takes the corner but fails to find any of his teammates.,"[PLAYER] ([TEAM]) swings in the corner kick, but one of the defenders leaps highest to head the ball away."
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,2,331,,[PLAYER] ([TEAM]) tries to slide the ball through to a teammate but it's well blocked by a defender. The ball goes behind for a corner. [TEAM] will have an opportunity to threaten the opposition's goal.,The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. The ball is out of play and the linesman points at the corner flag. Corner to be taken by [TEAM].
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,2,283,,[PLAYER] ([TEAM]) is penalised after knocking an opponent down.,[REFEREE] blows his whistle after [PLAYER] ([TEAM]) kicks an opponent's legs instead of the ball. [TEAM] are awarded a free kick. Let's see what they create from this.
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,2,176,y-card,[REFEREE] shows the yellow card to [PLAYER] ([TEAM]) for a heavy challenge.,"[PLAYER] ([TEAM]) is awarded a yellow card for his tackle. He doesn't seem to agree with the decision, but [REFEREE] ignores the protests."
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,2,113,,Referee [REFEREE] sees the trip by [PLAYER] ([TEAM]) and doesn't hesitate to blow his whistle.,[REFEREE] blows his whistle after [PLAYER] ([TEAM]) brings one of his opponents down with a strong tackle. [TEAM] are awarded a free kick. Let's see what they create from this.
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,1,2671,corner,"[PLAYER] ([TEAM]) steps up to take the corner. He launches the ball into the penalty area, but it only finds the head of an opposing player who clears the danger.","The ball is whipped in from the corner by [PLAYER] ([TEAM]), but one of the defenders gets it clear."
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,1,2642,,[PLAYER] ([TEAM]) races towards goal but the defender gets back well to make a challenge. The referee points to the corner flag and [TEAM] will take a corner.,"[PLAYER] ([TEAM]) attempts to find the head of one of his teammates with a promising cross into the box, but a defender outjumps the attackers and averts the threat. [TEAM] force a corner. Their opponents will face another attacking threat."
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,1,2539,,[PLAYER] ([TEAM]) hasn't suffered any serious injury which would see him leave the pitch. He's back in the game now.,[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear view and blows his whistle.
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,1,2421,injury,"The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on.",[PLAYER] ([TEAM]) is about to take a corner kick.
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,1,2391,corner,"[PLAYER] ([TEAM]) lifts the ball into the box from the corner, but one of the defending players gets there first to head it clear.",The foul by [PLAYER] ([TEAM]) is worthy of a card and a yellow is duly shown by [REFEREE].
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,1,2364,corner,[PLAYER] ([TEAM]) takes the corner which is cleared by the opposition's defence. The ball is out of play. [TEAM] will have a chance to score from a corner.,"[PLAYER] ([TEAM]) swings in the corner, but one of the defending players gets a head on it and makes a good clearance."
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,1,2331,,"[PLAYER] ([TEAM]) sends a beautiful cross into the penalty area, but the opposition's defence manages to clear the ball to safety. The linesman makes the right call and [TEAM] will have a corner.",[PLAYER] ([TEAM]) fails to find any of his teammates inside the box as his pass is blocked. The ball goes out of play and [TEAM] have been awarded a corner kick.
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,1,2126,,The referee blows his whistle as [PLAYER] ([TEAM]) was too aggressive in his challenge.,"[PLAYER] ([TEAM]) is awarded a yellow card for his tackle. He doesn't seem to agree with the decision, but [REFEREE] ignores the protests."
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,1,1880,,"[PLAYER] ([TEAM]) wastes a huge opportunity after receiving a fine cross from the free kick, but his close-range shot goes well over the crossbar.","The free kick is taken by [PLAYER] ([TEAM]), but his attempt is blocked by the defensive wall. The ball is out of play. [TEAM] win a corner kick."
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,1,1809,,[PLAYER] ([TEAM]) trips an opposition player and [REFEREE] signals a foul. A free kick has been awarded to [TEAM].,[REFEREE] blows his whistle after [PLAYER] ([TEAM]) brings one of his opponents down with a strong tackle. [TEAM] earn a free kick which could lead to a goal-scoring opportunity.
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,1,1692,,"[PLAYER] ([TEAM]) missed a big chance! He produces a stunning volley from inside the box, but his effort goes not far wide of the right post.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,1,1522,y-card,A yellow card for a tackle by [PLAYER] ([TEAM]). [REFEREE] doesn't hesitate at all to make this decision.,The foul by [PLAYER] ([TEAM]) is worthy of a card and a yellow is duly shown by [REFEREE].
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,1,1402,,"[PLAYER] ([TEAM]) strikes a shot towards goal from the edge of the penalty box, but it flies just wide of the left post.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes out of play and [TEAM] will have a goal kick."
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,1,1295,corner,[PLAYER] ([TEAM]) takes the corner which is cleared.,[PLAYER] ([TEAM]) goes over to take the corner kick and it looks like he will swing the ball into the penalty box.
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,1,1264,,[PLAYER] ([TEAM]) sends over a free kick from long range but the defence is alert. [TEAM] will have a chance to score from a corner kick.,[PLAYER] ([TEAM]) takes the corner but only sends it into a huddle of the defenders and one of them makes a good clearance.
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,1,1231,,[PLAYER] ([TEAM]) fouls an opponent. At least that's what referee [REFEREE] signals. [TEAM] have a free kick.,[REFEREE] blows his whistle after [PLAYER] ([TEAM]) brings one of his opponents down with a strong tackle. [TEAM] earn a free kick which could lead to a goal-scoring opportunity.
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,1,1062,corner,"[PLAYER] ([TEAM]) launches the ball from the resulting corner, but one of the defenders is first to the ball and deals with the threat.","[PLAYER] ([TEAM]) swings in the corner kick, but one of the defenders leaps highest to head the ball away."
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,1,1031,,[PLAYER] ([TEAM]) tries to send a pass but it's blocked. [TEAM] have a corner.,The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. The ball is out of play and the linesman points at the corner flag. Corner to be taken by [TEAM].
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,1,1005,,[PLAYER] displays his ability to read the game and clears the danger after [PLAYER] ([TEAM]) threatened to latch onto a through ball from just outside the box.,"[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,1,971,,"[PLAYER] ([TEAM]) unleashes a shot from the edge of the box, but it goes straight at [PLAYER].","[PLAYER] ([TEAM]) attempts to find the head of one of his teammates with a promising cross into the box, but a defender outjumps the attackers and averts the threat. [TEAM] force a corner. They send men into the box."
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,1,965,corner,[PLAYER] ([TEAM]) takes the corner but fails to find any of his teammates as he overhits the effort.,"[PLAYER] ([TEAM]) swings in the corner kick, but one of the defenders leaps highest to head the ball away."
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,1,932,,"[PLAYER] ([TEAM]) jumps inside the box to meet the corner and aims a header towards the right post, but the goalkeeper pulls off an astonishing save to deny him. The referee and one of his assistants signal for a corner kick to [TEAM].","[PLAYER] ([TEAM]) attempts to find the head of one of his teammates with a promising cross into the box, but a defender outjumps the attackers and averts the threat. The referee and one of his assistants signal for a corner kick to [TEAM]."
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,1,892,,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball to safety. Good work from [TEAM] as they win a corner.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes behind for a corner. [TEAM] will have an opportunity to threaten the opposition's goal."
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,1,873,corner,"[PLAYER] ([TEAM]) takes the corner kick and sends a lovely ball into the penalty area, but the opposition's defence is ready and knocks the ball to safety.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes behind for a corner. [TEAM] will have an opportunity to threaten the opposition's goal."
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,1,845,,"[PLAYER] ([TEAM]) crosses the ball into the box, but one of the defending players averts the threat. [TEAM] earn a corner.","[PLAYER] ([TEAM]) attempts to find the head of one of his teammates with a promising cross into the box, but a defender outjumps the attackers and averts the threat. The ball goes out of play and [TEAM] will have a goal kick."
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,2691,corner,[PLAYER] ([TEAM]) takes the corner with a short pass.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. [TEAM] force a corner. They send men into the box."
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,2671,,"Close! [PLAYER] ([TEAM]) picks up a pass and produces a ferocious strike towards the right post, but the goalkeeper gets his fingertips to the ball to keep it out. [TEAM] have been awarded a corner kick.",[PLAYER] ([TEAM]) receives a precise pass and is given time inside the box to send a promising strike towards the right post. [PLAYER] guesses his intention and denies him with a fine save. The ball is out of play and the linesman points at the corner flag. Corner to [TEAM].
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,2506,,"[PLAYER] ([TEAM]) jumps for a header from the resulting set piece, but it goes way wide of the right post. The ball is off of the pitch and it's a goal kick for [TEAM].","[PLAYER] ([TEAM]) swings in a dangerous cross from the resulting corner kick, but none of his teammates manage to outjump the defence."
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,2499,corner,[PLAYER] ([TEAM]) goes over to take the corner kick and it looks like he will swing the ball into the penalty box.,[PLAYER] ([TEAM]) is heading toward the corner flag to take the set piece.
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,2470,,"[PLAYER] ([TEAM]) shoots from outside the box, but his effort is blocked. The ball goes out of play. [TEAM] are awarded a corner kick.","[PLAYER] ([TEAM]) attempts to find one of his teammates with a pass from outside the box, but the opposition's defence is quick to react and thwarts the effort. The ball goes out for a corner. [TEAM] can continue in their attacking effort after receiving a corner kick. [TEAM] send men into the box as [TEAM] take a short corner."
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,2469,,[PLAYER] ([TEAM]) produces a lovely ball into the penalty area but the defender manages to intercept and comfortably averts the danger.,"[PLAYER] ([TEAM]) attempts to find one of his teammates with a pass from outside the box, but the opposition's defence is quick to react and thwarts the effort. [TEAM] force a corner. They send men into the box."
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,2324,,[PLAYER] ([TEAM]) launches into a thunderous tackle on his opponent and the referee blows his whistle for a foul.,The foul by [PLAYER] ([TEAM]) is worthy of a card and a yellow is duly shown by [REFEREE].
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,2303,,[TEAM] seem to be finding their feet as they enjoy some possession. They are waiting for the right moment to create new attacking opportunities.,The [TEAM] players keep the ball and are exchanging a combination of passes. They are waiting for gaps in the defence to open up.
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,2184,substitution,[COACH] has decided to make a change. [PLAYER] ([TEAM]) replaces [PLAYER].,The referee stops play so that a substitution can be made and [PLAYER] departs the field of play to be replaced by [PLAYER] ([TEAM]).
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,1999,,Close! [PLAYER] ([TEAM]) picks up the ball in space and from inside the penalty area sends a shot inches wide of the right post. The ball is off of the pitch and it's a goal kick for [TEAM].,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,1944,substitution,The referee stops play so that a substitution can be made and [PLAYER] departs the field of play to be replaced by [PLAYER] ([TEAM]).,The referee signals that it is time for a substitution and [PLAYER] ([TEAM]) is coming onto the pitch as [PLAYER] cannot continue after picking up an injury.
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,1940,substitution,"[COACH] has decided to introduce fresh legs, with [PLAYER] ([TEAM]) replacing [PLAYER].",The referee signals that it is time for a substitution and [PLAYER] ([TEAM]) is coming onto the pitch as [PLAYER] cannot continue after picking up an injury.
germany_bundesliga_2015-2016,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,2,1792,,"[PLAYER] ([TEAM]) weaves through the defence with ease and gets one-on-one with the keeper, but fails to score with his low strike to the middle of the target as [PLAYER] produces a good save.",The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. The referee and one of his assistants signal for a corner kick to [TEAM].
