league,game,half,timestamp,type,anonymized,predicted_res_0
europe_uefa-champions-league_2016-2017,2016-11-23 - 22-45 Arsenal 2 - 2 Paris SG,1,962,,"[PLAYER] ([TEAM]) attempts to find one of his teammates with a fine lofted pass, but the defence reacts well to intercept the effort.","[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
europe_uefa-champions-league_2016-2017,2016-11-23 - 22-45 Arsenal 2 - 2 Paris SG,1,883,,"[PLAYER] ([TEAM]) meets a cross and produces a header towards the bottom right corner, but one of the defending players blocks the effort.","[PLAYER] ([TEAM]) swings in a dangerous cross from the resulting corner kick, but none of his teammates manage to outjump the defence."
europe_uefa-champions-league_2016-2017,2016-11-23 - 22-45 Arsenal 2 - 2 Paris SG,1,877,corner,[PLAYER] ([TEAM]) will deliver the corner kick.,"[PLAYER] ([TEAM]) swings in a dangerous cross from the resulting corner kick, but none of his teammates manage to outjump the defence."
europe_uefa-champions-league_2016-2017,2016-11-23 - 22-45 Arsenal 2 - 2 Paris SG,1,851,,"[PLAYER] ([TEAM]) sends a pass into the box, but his attempt is thwarted and cleared. The ball is out of play and [TEAM] manage to earn a corner.","[PLAYER] ([TEAM]) receives a precise pass inside the box, but his effort on goal is blocked by one of the defending players. The linesman points to the corner flag, [TEAM] are going to take it."
europe_uefa-champions-league_2016-2017,2016-11-23 - 22-45 Arsenal 2 - 2 Paris SG,1,795,,[PLAYER] ([TEAM]) races towards goal but the defender gets back well to make a challenge.,"[PLAYER] ([TEAM]) tries to find [PLAYER], but he fails to do so and the ball goes out of play."
europe_uefa-champions-league_2016-2017,2016-11-23 - 22-45 Arsenal 2 - 2 Paris SG,1,772,,"[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball.","[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
europe_uefa-champions-league_2016-2017,2016-11-23 - 22-45 Arsenal 2 - 2 Paris SG,1,732,,"[PLAYER] ([TEAM]) tries to find [PLAYER], but he puts too much power on the through ball.","[PLAYER] ([TEAM]) slaloms his way past challenges, but an opposing player does well to get the ball away."
europe_uefa-champions-league_2016-2017,2016-11-23 - 22-45 Arsenal 2 - 2 Paris SG,1,674,,"[PLAYER] ([TEAM]) tries to latch onto a through ball, but it's too long. The ball is off of the pitch and it's a goal kick for [TEAM].","[PLAYER] ([TEAM]) sends a lofted cross into the penalty area in an attempt to find one of his teammates, but one of the defenders is there to intercept the cross. The ball is out of play. [TEAM] are awarded a corner kick."
europe_uefa-champions-league_2016-2017,2016-11-23 - 22-45 Arsenal 2 - 2 Paris SG,1,635,,Some great controlled play and passing from [TEAM]. They are increasing their possession of the ball and trying to open up the opposition's defence to hit them swiftly on the break.,"[PLAYER] ([TEAM]) tries to find [PLAYER], but he puts too much power on the pass. The ball goes out of play. [TEAM] will take a throw-in."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,2977,soccer-ball,"[PLAYER] plays a terrific cross over to [PLAYER] ([TEAM]), who finds some space inside the box and puts the ball into the back of the net.",Goal! [PLAYER] ([TEAM]) was in the right place at the right time to pounce on the rebound inside the box and gleefully rifled the ball low inside the left post. He makes it 0:1.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,2901,y-card,"[PLAYER] ([TEAM]) is awarded a yellow card for his tackle. He doesn't seem to agree with the decision, but [REFEREE] ignores the protests.",[PLAYER] ([TEAM]) is booked after bringing down an opponent. [REFEREE] had an easy-decision to make.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,2832,substitution,[PLAYER] comes off the pitch to be replaced by [PLAYER] ([TEAM]).,The referee stops play so that a substitution can be made and [PLAYER] trots off the pitch and is replaced by [PLAYER] ([TEAM]).
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,2708,soccer-ball,Goal! [PLAYER] ([TEAM]) slams home the penalty with a precise shot which goes inside the right post.,[PLAYER] ([TEAM]) will take the responsibility for the penalty.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,2700,,[PLAYER] ([TEAM]) will take the responsibility and he is already preparing the ball.,[PLAYER] ([TEAM]) is going to take the penalty!
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,2657,y-card,[PLAYER] ([TEAM]) is the one who receives a yellow card.,[PLAYER] ([TEAM]) is about to take a corner kick.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,2640,penalty,The referee blows his whistle as [PLAYER] ([TEAM]) was too aggressive in his challenge. The referee points to the penalty spot. [TEAM] are awarded a penalty kick!,[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] signals a penalty. It's a great chance for [TEAM] to score.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,2542,soccer-ball,[PLAYER] ([TEAM]) struck a perfect 23-metre free kick. He curls the ball over the wall and into the top left corner of the net. Spectacular technique.,"[PLAYER] ([TEAM]) takes the free kick. He sends the ball into the box, but it's cleared by the defence."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,2504,,"[REFEREE] blows the whistle, [PLAYER] ([TEAM]) is penalised for a foul. A free kick has been awarded to [TEAM].","[PLAYER] ([TEAM]) tries his luck from the edge of the box, but his shot is blocked by the defender. The ball goes out of play. [TEAM] are awarded a corner kick."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,2455,corner,"The resulting corner from [PLAYER] ([TEAM]) only finds one of the defenders, who heads it out of danger.","[PLAYER] ([TEAM]) swings in the corner, but fails to find any of his teammates. One of the defenders reacts superbly to get it clear."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,2430,,"[PLAYER] ([TEAM]) fires the ball at goal from inside the area, but it's well blocked. [TEAM] get a corner.","[PLAYER] ([TEAM]) tries to send a pass into the box, but it's blocked. The ball goes out of play. [TEAM] will have a chance to score from a corner."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,2387,,"[PLAYER] ([TEAM]) makes a decision to dribble through the defence towards the goal. He gets inside the box, pulls the trigger, but hits the ball very poorly and it goes yards wide of the target.","[PLAYER] ([TEAM]) tries to pass the ball in, but it's cleared to safety by one of the defending players. The ball goes out of play and [TEAM] will have a goal kick."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,2302,substitution,Substitution. [PLAYER] walks off the pitch and [PLAYER] ([TEAM]) comes on as a substitute.,[COACH] has decided to make a change. [PLAYER] ([TEAM]) replaces [PLAYER].
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,2031,,[PLAYER] ([TEAM]) has a shot blocked from inside the box.,"[PLAYER] ([TEAM]) tries to slide the ball in towards one of his teammates, but a defender intercepts his attempt. [TEAM] have been awarded a corner kick. The referee and one of his assistants both point at the corner flag."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,2027,corner,"[PLAYER] ([TEAM]) takes the corner, but it's intercepted by the defender.",[PLAYER] ([TEAM]) decides to take a short corner instead of crossing into the box.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,2012,,"The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. The referee blows his whistle, [TEAM] are awarded a corner kick.",[PLAYER] ([TEAM]) tries to slide the ball through to a teammate but it's well blocked by a defender. [TEAM] have been awarded a corner kick. The referee and one of his assistants both point at the corner flag.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,1873,,[PLAYER] ([TEAM]) is adjudged to have been offside when making his run.,[PLAYER] ([TEAM]) wastes a big opportunity as he fires the ball well over the bar from a mid-range free kick. The ball goes out of play and [TEAM] will have a goal kick.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,1851,substitution,[COACH] has decided to make a change. [PLAYER] ([TEAM]) replaces [PLAYER].,"[COACH] has decided to introduce fresh legs, with [PLAYER] ([TEAM]) replacing [PLAYER]."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,1767,substitution,Substitution. [PLAYER] makes way for [PLAYER] ([TEAM]).,The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch for [PLAYER].
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,1724,,"[PLAYER] ([TEAM]) makes a good run with the ball into the box, but mishits his shot as it goes well wide of the right post.",It's in the back of the net! [PLAYER] plays a pass into the box and [PLAYER] ([TEAM]) gets on the end of it. He beats the defender to the ball and plants it into the back of the net. 1:1.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,1570,,[PLAYER] ([TEAM]) commits a foul and [REFEREE] immediately signals a free kick.,"[PLAYER] ([TEAM]) sends a promising cross into the box, but the opposition's defence deals with his effort. [TEAM] have been awarded a corner kick."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,1315,,[PLAYER] ([TEAM]) is adjudged offside.,"[PLAYER] ([TEAM]) slaloms his way past challenges, but an opposing player clears the ball away. The ball is off of the pitch and it's in the hands of [TEAM]'s goalkeeper."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,1270,y-card,[PLAYER] ([TEAM]) gets a yellow card.,This yellow card was deserved. The tackle by [PLAYER] ([TEAM]) was quite harsh and [REFEREE] didn't hesitate to show him a yellow card.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,1163,substitution,It's time for a substitution. That's the last involvement from [PLAYER] as he is replaced by [PLAYER] ([TEAM]).,[COACH] has decided to make a change. [PLAYER] ([TEAM]) replaces [PLAYER].
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,1118,y-card,[PLAYER] ([TEAM]) is booked after bringing down an opponent. [REFEREE] had an easy-decision to make.,[PLAYER] ([TEAM]) can't expect anything else than a yellow card for his hard tackle. And a yellow it is. [REFEREE] didn't think twice about pulling it out of his pocket.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,1091,,"[PLAYER] ([TEAM]) collects a great pass inside the box and misses a golden opportunity. His low drive is headed for the bottom right corner, but the goalkeeper pulls off a marvellous diving save and denies him.",[PLAYER] ([TEAM]) is offside and the referee blows his whistle to signal a free kick to [TEAM] inside their own half.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,965,soccer-ball,GOAL! A cross into the box is headed down by [PLAYER] and [PLAYER] ([TEAM]) does brilliantly to get to the ball and fire home. 3:1.,"Goal - 0:1! [PLAYER] laid the ball off to the feet of [PLAYER] ([TEAM]), who slotted it into the back of the net from close range."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,934,y-card,The foul by [PLAYER] ([TEAM]) is worthy of a card and a yellow is duly shown by [REFEREE].,[PLAYER] ([TEAM]) can't expect anything else than a yellow card for his hard tackle. And a yellow it is. [REFEREE] didn't think twice about pulling it out of his pocket.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,856,corner,The resulting corner from [PLAYER] ([TEAM]) is cleared by the defence.,"[PLAYER] ([TEAM]) sends a cross into the box, but the ball is cleared to safety by the defending team. The referee blows his whistle, [TEAM] are awarded a corner kick."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,811,,"[PLAYER] ([TEAM]) delivers a long ball, but it lacks enough power to reach his teammates and is intercepted by one of the defenders. The linesman points to the corner flag, [TEAM] are going to take it.","[PLAYER] ([TEAM]) sends a lofted cross into the penalty area. Unfortunately for him, the opponent's defence deals with his cross comfortably and intercepts it. The ball goes out of play. [TEAM] are awarded a corner kick."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,609,,[PLAYER] ([TEAM]) is offside and the linesman raises his flag.,[PLAYER] ([TEAM]) is forced to stop his attacking move after the linesman signals for offside.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,583,substitution,A substitution has been made. [PLAYER] is replaced by [PLAYER] ([TEAM]).,The referee stops play so that a substitution can be made and [PLAYER] leaves the pitch and [PLAYER] ([TEAM]) comes on.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,493,,[PLAYER] ([TEAM]) whips in the resulting set piece but it's cleared.,"[PLAYER] ([TEAM]) whips the ball in from the free kick, but one of the defenders gets it clear."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,450,,"[PLAYER] ([TEAM]) manages to dispossess his opponent of the ball, but he commits a foul in the process and the referee blows his whistle. It's a free kick to [TEAM] in a dangerous position.",[PLAYER] ([TEAM]) is penalised for holding. [REFEREE] signals a set piece. A promising opportunity for [TEAM] to score from a free kick.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,388,,"OFF THE POST! [PLAYER] ([TEAM]) drifts into the box to give his teammate support. He receives a fantastic pass and shoots from close range, but it crashes against the right post! It could have been a brilliant goal, unlucky.","[PLAYER] ([TEAM]) receives a precise pass and finds himself in a good position to score. He takes a shot from inside the box, but his effort goes just wide of the left post."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,366,,[PLAYER] ([TEAM]) fouls an opponent. At least that's what referee [REFEREE] signals.,[REFEREE] blows for a foul after [PLAYER] ([TEAM]) was too aggressive in the battle for the ball.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,250,soccer-ball,[PLAYER] ([TEAM]) confidently powers his spot-kick into the left side of the goal.,[PLAYER] ([TEAM]) will take the responsibility and he is already preparing to cross the ball in from the free kick.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,155,penalty,[PLAYER] ([TEAM]) is penalised after knocking an opponent down. [TEAM] are given a penalty!,"[PLAYER] ([TEAM]) swings in a cross, but the ball is cleared to safety by one of the defending players. The ball is out of play. [TEAM] win a corner kick."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,120,,[TEAM] try to maintain the tempo of the game by taking a quick free kick.,[PLAYER] ([TEAM]) is clearly asking for some medical attention with his painful gestures. The extent of his injury is yet to be discovered.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,112,,[REFEREE] blows his whistle after [PLAYER] ([TEAM]) brings one of his opponents down with a strong tackle. That's a free kick to [TEAM].,"[PLAYER] ([TEAM]) slaloms his way past challenges, but an opposing player does well to get the ball away."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,57,,"A rebound falls at the feet of [PLAYER] ([TEAM]) who unleashes a shot from long range towards the goal. However, his effort is poor and it flies high over the crossbar.","[PLAYER] ([TEAM]) swings in the corner, but one of the defenders leaps highest to clear. The referee blows his whistle, [TEAM] are awarded a corner kick."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,53,corner,Nothing comes of the resulting corner from [PLAYER] ([TEAM]). The defence is alert and manages to cut it out.,"[PLAYER] ([TEAM]) takes the corner kick and sends a lovely ball into the penalty area, but the opposition's defence is ready and knocks the ball to safety."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,18,,"[PLAYER] ([TEAM]) slaloms his way past challenges, but an opposing player does well to get the ball away. Corner kick. [TEAM] will have an opportunity.","The referee blows his whistle, and [TEAM] have a free kick."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,2596,,The linesman raises his flag for offside before [PLAYER] ([TEAM]) heads on.,The foul by [PLAYER] ([TEAM]) is worthy of a card and a yellow is duly shown by [REFEREE].
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,2519,y-card,"[PLAYER] ([TEAM]) was probably a bit loose with his words to [REFEREE], who decides to show him a yellow.",[PLAYER] ([TEAM]) can't expect anything else than a yellow card for his hard tackle. And a yellow it is. [REFEREE] didn't think twice about pulling it out of his pocket.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,2426,,[PLAYER] ([TEAM]) is flagged for offside.,[PLAYER] ([TEAM]) is booked after bringing down an opponent. [REFEREE] had an easy-decision to make.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,2365,soccer-ball-own,What bad luck! [PLAYER] ([TEAM]) got in the way of a pass and unintentionally sent the ball past his own goalkeeper. The score is 2:0.,"Goal! [PLAYER] ([TEAM]) finds himself some space inside the box to get on the end of a pass from [PLAYER], then coolly slots the ball into the left side of the goal. 0:2."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,2336,,[PLAYER] ([TEAM]) is caught offside!,[PLAYER] ([TEAM]) is offside and the linesman raises his flag.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,2311,,[PLAYER] ([TEAM]) seems to be alright and is okay to carry on.,The referee stops play so that a substitution can be made and [PLAYER] leaves the pitch and [PLAYER] ([TEAM]) comes on.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,2232,injury,"The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on.","[PLAYER] ([TEAM]) requires medical treatment, so the referee stops play and signals for the physio to come onto the pitch."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,2116,y-card,[PLAYER] ([TEAM]) gets a yellow card.,The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch to replace [PLAYER].
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,2087,,[PLAYER] ([TEAM]) tackles a bit over-zealously and [REFEREE] blows for a foul.,[PLAYER] ([TEAM]) makes a rough challenge and [REFEREE] blows for a foul. [TEAM] win a free kick which could lead to a goal-scoring opportunity.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,2052,,"[PLAYER] ([TEAM]) collects a pass on the edge of the box and unleashes a low drive to the middle, but [PLAYER] makes a save.",[PLAYER] ([TEAM]) is forced to stop his attacking move after the linesman signals for offside.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,1826,,"[PLAYER] ([TEAM]) attempts to score from 22 metres out, but his decent effort flies towards the middle of the target and is stopped by [PLAYER]. It didn't really trouble him.",[PLAYER] ([TEAM]) is forced to stop his attacking move after the linesman signals for offside.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,1734,,The game is interrupted as [PLAYER] ([TEAM]) is flagged offside.,"The free kick is taken by [PLAYER] ([TEAM]), but his effort from the edge of the box is blocked by one of the defending players. The ball is out of play. The linesman points out a corner to [TEAM]."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,1688,,[REFEREE] blows his whistle after [PLAYER] ([TEAM]) kicks an opponent's legs instead of the ball. There is a free kick near the sideline to [TEAM].,[REFEREE] interrupts the game for a tactical foul by [PLAYER] ([TEAM]). [TEAM] earn a free kick which could lead to a goal-scoring opportunity.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,1625,,"[PLAYER] ([TEAM]) collects a pass and has an effort from 24 metres out, but it flies just over the crossbar.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence quickly deals with the threat. The ball goes out of play and [TEAM] have been awarded a corner kick."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,1612,corner,[PLAYER] ([TEAM]) takes the corner but fails to find any of his teammates. The ball is easily cleared out of danger.,"[PLAYER] ([TEAM]) swings in the corner, but fails to find any of his teammates. One of the defenders reacts superbly to get it clear."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,1580,,"[PLAYER] ([TEAM]) looks to break free, but an opposing player clears the ball away. The referee points to the corner flag and [TEAM] will take a corner.","[PLAYER] ([TEAM]) takes the corner kick and sends the ball into the penalty area, but the opposition's defence is ready and knocks the ball away."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,1559,,"The resulting free kick from 25 metres out taken by [PLAYER] ([TEAM]) was blocked by the defensive wall, which was perfectly positioned by the goalkeeper.","[PLAYER] ([TEAM]) whips a promising cross into the box from the free kick, but [PLAYER] is alert to intercept the ball and avert the danger."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,1488,,"[PLAYER] ([TEAM]) commits an ugly tackle on his opponent, but there is no caution from the referee. [TEAM] have a free kick.",[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear view and blew his whistle. [TEAM] earn a free kick which could lead to a goal-scoring opportunity.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,1368,y-card,[PLAYER] ([TEAM]) sees a yellow card from [REFEREE] after he sent one of the opposing players to the ground.,"[REFEREE] shows a yellow card to [PLAYER] ([TEAM]), who isn't surprised as the tackle was really hard and late."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,1284,,[PLAYER] ([TEAM]) brings his opponent down. [REFEREE] has a clear sight of it and blows his whistle for a foul.,"[PLAYER] ([TEAM]) slaloms his way past challenges, but an opposing player does well to get the ball away."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,1007,,[PLAYER] ([TEAM]) gets a shot away from around 24 metres out after his fine solo run. The ball went just wide of the right post!,The game is interrupted as [PLAYER] ([TEAM]) is flagged offside.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,984,,"[PLAYER] ([TEAM]) finds himself beyond the last defender, but the game is stopped by the referee after the linesman signals for offside.",The linesman raises his flag as [PLAYER] ([TEAM]) was in off the line and went close from close range.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,968,,"The free kick is taken by [PLAYER] ([TEAM]), but ball is cleared.","[PLAYER] ([TEAM]) crosses the ball into the box, but it's cleared. The linesman signals for offside. [TEAM] have a free kick. It's a good opportunity for them to threaten the opposition's goal."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,930,,[PLAYER] ([TEAM]) commits a foul after bringing down his opponent with a slide tackle. [TEAM] earn a free kick.,[PLAYER] ([TEAM]) makes a bad challenge and [REFEREE] blows his whistle for a foul. [TEAM] earn a free kick which could lead to a goal-scoring opportunity.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,863,,Close! [PLAYER] ([TEAM]) takes the resultant free kick from 25 metres out and his shot goes just over the crossbar.,"[PLAYER] ([TEAM]) stands over the resultant free kick from mid-range, but his shot goes well wide of the left post! The ball goes out of play and [TEAM] will have a goal kick."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,785,y-card,[REFEREE] shows a yellow card to [PLAYER] ([TEAM]) for a tough tackle. A free kick to [TEAM].,"[REFEREE] shows a yellow card to [PLAYER] ([TEAM]), who isn't surprised as the tackle was really hard and late."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,740,,[REFEREE] blows his whistle as [PLAYER] ([TEAM]) used excessive force in the tackle during an attack.,The foul by [PLAYER] ([TEAM]) was seen by [REFEREE] who didn't hesitate to blow the whistle.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,703,corner,The resulting corner from [PLAYER] ([TEAM]) is cleared by the opposition's defence.,[PLAYER] ([TEAM]) tries to slide the ball through to a teammate but it's well blocked by a defender. [TEAM] have been awarded a corner kick. The referee and one of his assistants both point at the corner flag.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,674,,[PLAYER] ([TEAM]) races towards goal but the defender gets back well to make a challenge. Good work from [TEAM] as they win a corner.,[PLAYER] ([TEAM]) tries to send a pass but it's blocked. The ball goes out of play. [TEAM] are awarded a corner kick.
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,668,corner,"[PLAYER] ([TEAM]) takes the corner kick and sends a lovely ball into the penalty area, but the opposition's defence is ready and knocks the ball to safety.","[PLAYER] ([TEAM]) steps up to take the corner. He launches the ball into the penalty area, but it only finds the head of an opposing player who clears the danger."
europe_uefa-champions-league_2016-2017,2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,1,608,,"[PLAYER] ([TEAM]) attempts to send a low pass into the box from the edge of the penalty area, but the opposition's defence knocks the ball to safety. The ball goes out of play. [TEAM] are awarded a corner kick.","[PLAYER] ([TEAM]) takes the corner, but the opposition's defence is ready and clears the ball to safety. [TEAM] have been awarded a corner kick."
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,2,2573,,Close! [PLAYER] ([TEAM]) picks up the ball in space and from inside the penalty area sends a shot inches wide of the right post.,[PLAYER] ([TEAM]) makes a yard for himself on the edge of the box but blazes his shot high over the bar.
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,2,2406,soccer-ball,"Goal - 3:0! [PLAYER] laid the ball off to [PLAYER] ([TEAM]), who shot from close range low into the back of the net, leaving the goalkeeper helpless.","Goal! [PLAYER] ([TEAM]) finds himself some space inside the box to get on the end of a pass from [PLAYER], then sends the ball into the back of the net. He makes it 0:2."
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,2,2238,y-card,[PLAYER] ([TEAM]) is cautioned by the referee for a foul that he committed a little earlier.,[PLAYER] ([TEAM]) tries to pass the ball into the penalty area but it's blocked. The ball goes out of play and [TEAM] will have a goal kick.
europe_uefa-champions-league_2016-2017,2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid,2,2100,,"[PLAYER] ([TEAM]) takes a first-time shot from inside the box, but his poor effort flies way wide of the right post.",A cross by [PLAYER] ([TEAM]) from the side of the pitch never reaches its target. The ball goes out of play and [TEAM] will have a goal kick.
